name,лед,кофе эспрессо,лимонная трава,жасминовый чай,цитрусовое масло,сушеный финик,маурин квина,руккола,ванильный сироп,мирто,картофель,маринованный лук,редька,сироп шоколадное печенье,ламинария,спрайт,копченая олия,кофе американо,чипотле,арахисовая паста,мескаль,черная соль,ирисковый сироп,сухие цветки для чая,какао ликер светлый,ликер пименто драм,корень имбиря,лавандовый мед,пюре голубики,шалфей,сироп соленая карамель,черный шоколад,херес амонтильядо,яблочноревеневый кетчуп,курага,бадьян,кефир,ревень,абрикосовый ликер,клубничный сироп,грейпфрутовая цедра,лаймовый сорбет,зеленый чай листовой,копченый чай,ликер голубики,белое вино,кокосовый сироп,лецитин,пекан,яичный ликер,мадера,лилле блан,апельсин,манго,мятный ликер светлый,вишневый сироп,пюре манго,томатный сок,желатин,цветы фиалки,мандариновый сок,сгущенное молоко,китайский перец в гранулах,лайм,сушеный ананас,водка,мармелад,шишка,яблочный ликер зеленый,черносмородиновый сироп,кашаса,яблочный сорбет,шисо,бамбуковый уголь измельченный,ананас,спирулина,сливки на обжаренном кофе,инжир,холодный шоколад,черешня,херес манзанилья,черника,фольга,белок перепелиного яйца,крыжовниковый джем,апельсиновый сок,клубничное мороженое,саке,херес олоросо,оршад на фисташках,сироп розы,молотая корица,тростниковый сахарный песок,мартинез,йогурт,соляная тинктура,имбирный пряник,красный виноград,кунжут,яблочное пюре,грейпфрутовый ликер,соленая кокосовая карамель,сливочное масло соленое,апельсиновый сорбет,бисквит,егермейстер,черносмородиновый джем,кокос,кокосовый крем,сливовое вино,имбирный сироп,сахарная пудра,чинар,мед,вишневый джем,лавандовокленовый сироп,херес педро хименес,ваниль в стручках,черный перец молотый,ликер маракуйи,ликер вербены,томатный микс,миндальная паста,красное вино сухое,ванильное мороженое,зеленый виноград,сироп гибискуса,ананасовое пюре,сироп мятная кола,лилле руж,семена фенхеля,ежевичный ликер,фернет бранка,малиновый сироп,липовый чай,сироп личи,уксус,кунжутное масло,женевер с маракуйей,сок личи,сироп агавы,грейпфрутовая газировка,херес фино,эстрагон,сироп маршмэллоу,терн,голубичный джем,базиликовая тинктура,арбузный сок,сироп кола,лимонный сок,чернослив,лаванда,ликер фалернум,граппа,энергетик,тростниковый сахар в кубиках,облепиховый сок,грейпфрут,медовые соты,красный базилик,вишня гриотин,калина,мятный ликер зеленый,лимонная цедра,обогащенный маслом гхи дамсол,щавель,ром,орхидея,грейпфрутовый сок,брусника,малиновое пюре,хризантема,банан,миндальный сироп,пищевое сусальное золото,холодный зеленый чай,сироп маракуйи,клюква,сироп корицы,розовый лимонад,какаопорошок,фейхоа,самбука классическая,лимончелло,сок маракуйи,кофе в зернах,кордиал,мастиха,трипл сек,медовый сироп,полынь,сычуаньский бутон,вишневый ликер,сок квашеной капусты,яблочный сироп зеленый,киви,клубничный джем,корень корейского красного женьшеня,желток перепелиного яйца,яблочный сидр,сироп фалернум,синеголовник,амаро,апельсиновая цедра,сельдереевая соль,мандарин,ореховый ликер,морковный сок,абрикос,сироп хиноки,кокосовое пюре,розмарин,зеленый базилик,кумкват,ликер цветущей вишни,соевая мука,апероль,изюм,засахаренный кумкват,вишневый сок,яблочный сок,зеленый шартрез,пикон,бальзамический крем,красная смородина,свежемороженая вишня,грушевый ликер,соль,ликер личи,инжирный джем,эликсир пахлавы,маршмэллоу,ликер манго,облепиха,сок алоэ,абрикосовый джем,шоколадное мороженое,сироп мятный мохито,клюквенный сок,малиновый джем,ликер из цветков бузины,персиковое пюре,жирные сливки,чай ассам,молоко,яблочная кислота,клубничнобазиликовый шраб,корица в палочках,клубничный шраб,соленый огурец,вафля,лаймовые листья,мирин,апельсиновый джем,коктейльная вишня красная,ванильный сахарный песок,ежевичное мороженое,кофейный ликер,ворчестер соус,ликер блю кюрасао,шоколадный соус,мачилусовый мед,медовоимбирный сироп,фисташки,сушеная малина,сироп макадамии,засахаренный имбирь,имбирное пиво,сосновомедовый сироп,вода,кардамон,сельдерей,джин,ликер драй оранж,лаймовый сок,трюфельное масло,гранат,ликер мараскино,фисташковый сироп,огурец,какао ликер коричневый,женьшень в капсулах,арбузный сироп,батат,какао ликер на кафирлайме,вермут,миндальное молоко,физалис,кумкватовый джем,клубника,маття,инжирный сироп,кленовый сироп,груша,женевер,листья кукурузы,чай эрл грей,клубничное пюре,перепелиное яйцо,эль,рахатлукум,верджус,облепиховый джем,бурбон,халапеньо,ежевика,ликер корицы,шоколадный сироп,сахар в кубиках,сахарный песок,табачный сироп,кориандр,сироп лаванды,текила,темное пиво,мускатный орех молотый,мандариновое пюре,газированный фруктовый сок,копченая соль,ликер юдзу,яблоко,черносмородиновый ликер,писко,гуава,гентиана,пшеничный колос,цветок карнивора,сыр,сок манго,абсент,гренадин,томат черри,хрен,сироп из стручкового горошка,яблочный ликер желтый,светлое пиво,дынный микс,табаско соус красный,ананасовый сироп,черный чай,лепестки роз,сироп пряная тыква,банановое пюре,кокосовый ликер,табаско соус зеленый,малиновое мороженое,тоник,апельсиновый сироп с хреном,авокадо,розовый перец,овощные чипсы,орчата с манго и кешью,сок папайи,перец чили,кальвадос,банановый ликер зеленый,пудра гибискуса,сладкий херес блендовый,сахарный сироп,персиковый сок,просекко,лаймовая цедра,гвоздика,питайя,бенедиктин,пармезан,стаут,стрега,пюре маракуйи,корень фенхеля,пюре красной смородины,клубничный ликер,сахарная вата,взбитые сливки,портвейн,карамельный сироп,винный сироп,индийский микс,свежемороженая малина,лимонад дюшес,мандариновый сироп,перец горошком,арбуз,коньяк,чай лотосовый улун,сироп эрл грей,консервированный персик,пастис,ананасовая газировка,виски,драмбуи,соджу,качим,"сироп ""пьяная вишня""",ананасовые листья,ревеневый ликер,стручковый перец сладкий,сироп фундука,тарталетка,аквавит,кокосовая стружка,ликер амаретто,дюбонне,китайский перец молотый,тимьян,фиалковый ликер,бехеровка,чай дянь хун,мята,мандариновый ликер,сироп лимонника,пшеничный хлеб,яблочный сироп желтый,соевый соус,тамариндовый соус,обогащенная маслом какао зубровка,сироп фруктозы,вино из маракуйи,италикус,холодный персиковый чай,черная смородина,пюре личи,карамбола,жареный арахис,тамаринд,гальяно л’аутентико,шиповник,ананасовый сок,ликер перца анчо,персик,кола,арак батавия,консервированный ананас,содовая,биттер,карамельный попкорн,нежирные сливки,орео,молотый кофе,пахлава,молотый имбирь,устричный соус,южный комфорт,ягодный чатни,оливки,персиковый ликер,чай сенча,малина,печенье,шафран,ликер 43,ростки гороха с приправами,сок из лимонов гриль,айриш крим,пряный сироп,сок кешью,кокосовое молоко,банановый ликер желтый,малиновый ликер,эликсир д'анверс,цвак уникум,грецкий орех,шоколадное масло,маракуйя,персиковый сироп,красный перец молотый,горчица тирентьен,сироп на бобах тонка,личи,дынный ликер,свежемороженая клубника,укроп,розовая соль,сушеный инжир,сироп манго,пита,дыня,ежевичный сироп,банановый сироп желтый,медовый ликер,бренди,гранатовый сок,лимон,цветы яблони,вишня,эвкалиптовая тинктура,маргариты,разноцветные,твисты,горячие,миксы,соленые,на соке,мятные,красные,белые,флипы,на газировке,гимлеты,на саке,бежевые,на чае,лонги,безалкогольные,он зе рокс,кислые,театр,на джине,физзы,желтые,шоколадные,фиолетовые,на мескале,на вермуте,на молоке,крепкие,цветочные,на кашасе,шорт дринки,на ликере,на коньяке,сливочные,нагревают,кофейные,сазераки,на хересе,негрони,травяные,на роме,на абсенте,ягодные,розовые,овощные,классика,мартини,на граппе,шоты,простые,пикантные,тики,слабоалкогольные,прозрачные,на кальвадосе,зеленые,десерты,на вине,тропические,на араке,на содовой,на соджу,цитрусовые,на пиве,дайкири,моктейли,сухие,на водке,оранжевые,на игристом,коллинзы,тини,фруктовые,на текиле,сладкие,на бурбоне,коричневые,олд фешены,сауэры,на самбуке,пряные,горькие,на писко,на виски,на компанию,recipe
джин тоник,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Наполни хайбол кубиками льда доверху', 'Налей джин 50 мл', 'Долей тоник доверху и аккуратно размешай коктейльной ложкой', 'Укрась кружками лайма']"
дайкири,0.6557377049180327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19672131147540983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09836065573770492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04918032786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Налей в шейкер лаймовый сок 30 мл, сахарный сироп 15 мл и белый ром 60 мл', 'Наполни шейкер кубиками льда и взбей', 'Перелей через стрейнер в охлажденное шампанское блюдце']"
мохито,0.44642857142857145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17857142857142858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11160714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033482142857142856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006696428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22321428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['Положи в хайбол лайм 3 дольки и подави мадлером', 'Возьми мяту 10 листиков в одну руку и хлопни по ним другой рукой', 'Положи мяту в хайбол', 'Наполни бокал дробленым льдом доверху', 'Добавь сахарный сироп 15 мл и белый ром 50 мл', 'Долей содовую доверху и аккуратно размешай коктейльной ложкой', 'Досыпь немного дробленого льда', 'Укрась веточкой мяты и долькой лайма']"
апероль шприц,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['Наполни бокал для вина льдом', 'Налей в бокал просекко 100 мл и апероль 100 мл ', 'Добавь сплэш содовой и размешай коктейльной ложкой', 'Укрась долькой апельсина']"
негрони,0.5217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['Наполни рокс кубиками льда доверху', 'Налей в бокал красный вермут 30 мл и красный биттер 30 мл', 'Добавь джин 30 мл и размешай коктейльной ложкой', 'Укрась апельсиновой цедрой']"
маргарита,0.6116207951070336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03058103975535168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764525993883792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061162079510703364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09174311926605505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1529051987767584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03058103975535168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['Сделай на бокале для маргариты соленую окаемку', 'Налей в шейкер лаймовый сок 30 мл, сахарный сироп 10 мл, ликер трипл сек 25 мл и серебряную текилу 50 мл', 'Наполни шейкер кубиками льда и взбей', 'Перелей через стрейнер в охлажденный бокал для маргариты', 'Укрась кружком лайма']"
таежный сбитень,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13100436681222707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021834061135371178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6550218340611353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812227074236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17467248908296942,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['Положи в питчер мед 30 мл, разломанную пополам палочку корицы и гвоздику 1 шт', 'Добавь ангостуру биттер 1 дэш и кипяток 150 мл', 'Помешивая, нагрей, не доводя до кипения', 'Перелей через ситечко в бокал для ирландского кофе', 'Добавь щепотку мускатного ореха молотого', 'Укрась долькой лимона и веточкой мяты']"
